,Token,Frequency_x,Frequency_y,Difference,Ratio
772,Coincheck,0.000186106402563,0.0,0.000186106402563,inf
851,Call,0.000171016694247,0.0,0.000171016694247,inf
844,Sets,0.000171016694247,0.0,0.000171016694247,inf
841,MIDEAST,0.000176046597019,0.0,0.000176046597019,inf
838,Lebanon,0.000176046597019,0.0,0.000176046597019,inf
837,Wanda,0.000176046597019,0.0,0.000176046597019,inf
828,Consider,0.000176046597019,0.0,0.000176046597019,inf
636,selloff,0.000221315721967,0.0,0.000221315721967,inf
637,Wins,0.000221315721967,0.0,0.000221315721967,inf
824,Alibaba,0.000176046597019,0.0,0.000176046597019,inf
646,Pending,0.000221315721967,0.0,0.000221315721967,inf
821,Star,0.000176046597019,0.0,0.000176046597019,inf
819,slip,0.000176046597019,0.0,0.000176046597019,inf
818,Consolidated,0.000176046597019,0.0,0.000176046597019,inf
817,equity,0.000176046597019,0.0,0.000176046597019,inf
652,six,0.000221315721967,0.0,0.000221315721967,inf
814,an,0.000176046597019,0.0,0.000176046597019,inf
654,slump,0.000216285819195,0.0,0.000216285819195,inf
811,Russians,0.000176046597019,0.0,0.000176046597019,inf
808,or,0.000181076499791,0.0,0.000181076499791,inf
806,offers,0.000181076499791,0.0,0.000181076499791,inf
662,joint,0.000216285819195,0.0,0.000216285819195,inf
805,water,0.000181076499791,0.0,0.000181076499791,inf
804,elections,0.000181076499791,0.0,0.000181076499791,inf
801,21,0.000181076499791,0.0,0.000181076499791,inf
671,city,0.000211255916423,0.0,0.000211255916423,inf
800,24,0.000181076499791,0.0,0.000181076499791,inf
438,29,0.000311853971863,0.0,0.000311853971863,inf
852,real,0.000171016694247,0.0,0.000171016694247,inf
676,office,0.000211255916423,0.0,0.000211255916423,inf
854,Nod,0.000171016694247,0.0,0.000171016694247,inf
884,supplier,0.000165986791475,0.0,0.000165986791475,inf
457,jet,0.000296764263547,0.0,0.000296764263547,inf
883,Philippine,0.000165986791475,0.0,0.000165986791475,inf
610,people,0.000226345624739,0.0,0.000226345624739,inf
613,Airlines,0.000226345624739,0.0,0.000226345624739,inf
618,slide,0.000226345624739,0.0,0.000226345624739,inf
881,iPhone,0.000165986791475,0.0,0.000165986791475,inf
446,swing,0.000306824069091,0.0,0.000306824069091,inf
880,dips,0.000165986791475,0.0,0.000165986791475,inf
879,missing,0.000165986791475,0.0,0.000165986791475,inf
877,denies,0.000165986791475,0.0,0.000165986791475,inf
623,memo,0.000226345624739,0.0,0.000226345624739,inf
874,banking,0.000165986791475,0.0,0.000165986791475,inf
873,150,0.000165986791475,0.0,0.000165986791475,inf
871,Puerto,0.000165986791475,0.0,0.000165986791475,inf
870,re,0.000165986791475,0.0,0.000165986791475,inf
869,Colombia,0.000165986791475,0.0,0.000165986791475,inf
868,Sanofi,0.000171016694247,0.0,0.000171016694247,inf
867,Kremlin,0.000171016694247,0.0,0.000171016694247,inf
866,row,0.000171016694247,0.0,0.000171016694247,inf
864,Lee,0.000171016694247,0.0,0.000171016694247,inf
863,Spain,0.000171016694247,0.0,0.000171016694247,inf
858,yield,0.000171016694247,0.0,0.000171016694247,inf
624,track,0.000226345624739,0.0,0.000226345624739,inf
857,stop,0.000171016694247,0.0,0.000171016694247,inf
799,industrial,0.000181076499791,0.0,0.000181076499791,inf
798,further,0.000181076499791,0.0,0.000181076499791,inf
596,Guangdong,0.000236405430283,0.0,0.000236405430283,inf
767,need,0.000186106402563,0.0,0.000186106402563,inf
707,Steinhoff,0.000206226013651,0.0,0.000206226013651,inf
708,volatility,0.000201196110879,0.0,0.000201196110879,inf
765,Announcement,0.000186106402563,0.0,0.000186106402563,inf
763,system,0.000186106402563,0.0,0.000186106402563,inf
716,potential,0.000201196110879,0.0,0.000201196110879,inf
761,Office,0.000186106402563,0.0,0.000186106402563,inf
760,exchange,0.000186106402563,0.0,0.000186106402563,inf
758,Dow,0.000186106402563,0.0,0.000186106402563,inf
717,IOC,0.000201196110879,0.0,0.000201196110879,inf
721,buying,0.000196166208107,0.0,0.000196166208107,inf
752,Kenya,0.000191136305335,0.0,0.000191136305335,inf
748,Gulf,0.000191136305335,0.0,0.000191136305335,inf
747,Completes,0.000191136305335,0.0,0.000191136305335,inf
723,straight,0.000196166208107,0.0,0.000196166208107,inf
724,projects,0.000196166208107,0.0,0.000196166208107,inf
743,AG,0.000191136305335,0.0,0.000191136305335,inf
742,cost,0.000191136305335,0.0,0.000191136305335,inf
741,presidential,0.000191136305335,0.0,0.000191136305335,inf
740,weaker,0.000191136305335,0.0,0.000191136305335,inf
737,Monday,0.000191136305335,0.0,0.000191136305335,inf
736,extend,0.000191136305335,0.0,0.000191136305335,inf
735,plunges,0.000191136305335,0.0,0.000191136305335,inf
734,Time,0.000196166208107,0.0,0.000196166208107,inf
725,months,0.000196166208107,0.0,0.000196166208107,inf
728,Fall,0.000196166208107,0.0,0.000196166208107,inf
766,600,0.000186106402563,0.0,0.000186106402563,inf
769,USA,0.000186106402563,0.0,0.000186106402563,inf
390,futures,0.000347063291267,0.0,0.000347063291267,inf
