,Token,Frequency_x,Frequency_y,Difference,Ratio
894,keep,0.000165574511714,0.0,0.000165574511714,inf
896,shooting,0.000165574511714,0.0,0.000165574511714,inf
945,Rico,0.000159206261264,0.0,0.000159206261264,inf
732,Boeing,0.000202191951805,0.0,0.000202191951805,inf
934,Puerto,0.000160798323876,0.0,0.000160798323876,inf
453,Issuer,0.000304083959014,0.0,0.000304083959014,inf
729,EPT,0.000203784014418,0.0,0.000203784014418,inf
988,Seattle,0.000152838010813,0.0,0.000152838010813,inf
726,former,0.000203784014418,0.0,0.000203784014418,inf
724,Fastest,0.00020537607703,0.0,0.00020537607703,inf
321,Expects,0.000377318839195,0.0,0.000377318839195,inf
718,RI,0.00020537607703,0.0,0.00020537607703,inf
976,Consol,0.000154430073426,0.0,0.000154430073426,inf
947,opens,0.000157614198651,0.0,0.000157614198651,inf
717,maker,0.00020537607703,0.0,0.00020537607703,inf
955,four,0.000157614198651,0.0,0.000157614198651,inf
716,Deal,0.000206968139643,0.0,0.000206968139643,inf
714,Land,0.000206968139643,0.0,0.000206968139643,inf
713,Approval,0.000206968139643,0.0,0.000206968139643,inf
954,Shell,0.000157614198651,0.0,0.000157614198651,inf
712,team,0.000206968139643,0.0,0.000206968139643,inf
989,Central,0.000152838010813,0.0,0.000152838010813,inf
936,health,0.000160798323876,0.0,0.000160798323876,inf
907,Six,0.000163982449102,0.0,0.000163982449102,inf
957,money,0.000157614198651,0.0,0.000157614198651,inf
406,Posts,0.000329556960816,0.0,0.000329556960816,inf
942,campaign,0.000159206261264,0.0,0.000159206261264,inf
778,train,0.000189455450904,0.0,0.000189455450904,inf
964,Price,0.000156022136039,0.0,0.000156022136039,inf
991,agency,0.000152838010813,0.0,0.000152838010813,inf
967,partners,0.000156022136039,0.0,0.000156022136039,inf
772,REIT,0.000191047513517,0.0,0.000191047513517,inf
765,EBITDA,0.000192639576129,0.0,0.000192639576129,inf
762,Falls,0.000192639576129,0.0,0.000192639576129,inf
761,strikes,0.000194231638742,0.0,0.000194231638742,inf
980,Automotive,0.000154430073426,0.0,0.000154430073426,inf
751,blast,0.000195823701355,0.0,0.000195823701355,inf
414,Aug,0.000326372835591,0.0,0.000326372835591,inf
990,rejects,0.000152838010813,0.0,0.000152838010813,inf
747,Union,0.00019900782658,0.0,0.00019900782658,inf
745,Tianjin,0.000200599889192,0.0,0.000200599889192,inf
962,JV,0.000157614198651,0.0,0.000157614198651,inf
739,Dutch,0.000200599889192,0.0,0.000200599889192,inf
959,six,0.000157614198651,0.0,0.000157614198651,inf
459,fears,0.000300899833789,0.0,0.000300899833789,inf
711,Aug.,0.000206968139643,0.0,0.000206968139643,inf
