,Date,Volatility,PeriodStart,PeriodEnd,DataPointsUsed
96,1990-05-18,0.00601880880794,1990-05-18,1990-05-25,6
97,1990-05-21,0.00877224382527,1990-05-21,1990-05-29,6
98,1990-05-22,0.00826309375535,1990-05-22,1990-05-30,6
99,1990-05-23,0.00826391992644,1990-05-23,1990-05-31,6
100,1990-05-24,0.00839322354193,1990-05-24,1990-06-01,6
101,1990-05-25,0.00883792576676,1990-05-25,1990-06-04,6
102,1990-05-29,0.00676535609356,1990-05-29,1990-06-05,6
103,1990-05-30,0.00527684548977,1990-05-30,1990-06-06,6
104,1990-05-31,0.00639367374245,1990-05-31,1990-06-07,6
105,1990-06-01,0.0079682275629,1990-06-01,1990-06-08,6
106,1990-06-04,0.00843911182616,1990-06-04,1990-06-11,6
107,1990-06-05,0.00872202983568,1990-06-05,1990-06-12,6
108,1990-06-06,0.00877812080605,1990-06-06,1990-06-13,6
109,1990-06-07,0.00884213695989,1990-06-07,1990-06-14,6
110,1990-06-08,0.0083920833545,1990-06-08,1990-06-15,6
111,1990-06-11,0.00953354065672,1990-06-11,1990-06-18,6
112,1990-06-12,0.00904379310627,1990-06-12,1990-06-19,6
113,1990-06-13,0.00682127105715,1990-06-13,1990-06-20,6
114,1990-06-14,0.00729797901793,1990-06-14,1990-06-21,6
115,1990-06-15,0.00858127426016,1990-06-15,1990-06-22,6
116,1990-06-18,0.00861062736254,1990-06-18,1990-06-25,6
117,1990-06-19,0.00687028721867,1990-06-19,1990-06-26,6
118,1990-06-20,0.00770555618498,1990-06-20,1990-06-27,6
119,1990-06-21,0.00829775047004,1990-06-21,1990-06-28,6
120,1990-06-22,0.00811044344112,1990-06-22,1990-06-29,6
121,1990-06-25,0.00575962519403,1990-06-25,1990-07-02,6
122,1990-06-26,0.00333982850638,1990-06-26,1990-07-03,6
123,1990-06-27,0.00688099648223,1990-06-27,1990-07-05,6
124,1990-06-28,0.00670761730321,1990-06-28,1990-07-06,6
125,1990-06-29,0.00633027862425,1990-06-29,1990-07-09,6
126,1990-07-02,0.00721352762447,1990-07-02,1990-07-10,6
127,1990-07-03,0.00884922989512,1990-07-03,1990-07-11,6
128,1990-07-05,0.0097473191454,1990-07-05,1990-07-12,6
129,1990-07-06,0.00711090751157,1990-07-06,1990-07-13,6
130,1990-07-09,0.00703945712152,1990-07-09,1990-07-16,6
131,1990-07-10,0.00777134223487,1990-07-10,1990-07-17,6
132,1990-07-11,0.00791607096243,1990-07-11,1990-07-18,6
133,1990-07-12,0.00664422875287,1990-07-12,1990-07-19,6
134,1990-07-13,0.00626619432975,1990-07-13,1990-07-20,6
135,1990-07-16,0.00764246412161,1990-07-16,1990-07-23,6
136,1990-07-17,0.00702990955586,1990-07-17,1990-07-24,6
137,1990-07-18,0.00791524672015,1990-07-18,1990-07-25,6
138,1990-07-19,0.00768986844963,1990-07-19,1990-07-26,6
139,1990-07-20,0.00708688875638,1990-07-20,1990-07-27,6
140,1990-07-23,0.00781832248499,1990-07-23,1990-07-30,6
141,1990-07-24,0.00430815451088,1990-07-24,1990-07-31,6
142,1990-07-25,0.00435098277991,1990-07-25,1990-08-01,6
143,1990-07-26,0.00560364275945,1990-07-26,1990-08-02,6
144,1990-07-27,0.0082744814962,1990-07-27,1990-08-03,6
145,1990-07-30,0.0125444461506,1990-07-30,1990-08-06,6
146,1990-07-31,0.0116859021165,1990-07-31,1990-08-07,6
147,1990-08-01,0.0134696066073,1990-08-01,1990-08-08,6
148,1990-08-02,0.0141977077812,1990-08-02,1990-08-09,6
149,1990-08-03,0.0142807369527,1990-08-03,1990-08-10,6
150,1990-08-06,0.014580719528,1990-08-06,1990-08-13,6
151,1990-08-07,0.00784053129598,1990-08-07,1990-08-14,6
152,1990-08-08,0.00782311777517,1990-08-08,1990-08-15,6
153,1990-08-09,0.011268196941,1990-08-09,1990-08-16,6
154,1990-08-10,0.0113028975099,1990-08-10,1990-08-17,6
155,1990-08-13,0.0111276771184,1990-08-13,1990-08-20,6
156,1990-08-14,0.0106906689578,1990-08-14,1990-08-21,6
157,1990-08-15,0.00994964995823,1990-08-15,1990-08-22,6
158,1990-08-16,0.0098746350982,1990-08-16,1990-08-23,6
159,1990-08-17,0.0147352824381,1990-08-17,1990-08-24,6
160,1990-08-20,0.0213942685293,1990-08-20,1990-08-27,6
161,1990-08-21,0.0213170357842,1990-08-21,1990-08-28,6
162,1990-08-22,0.0202316466965,1990-08-22,1990-08-29,6
163,1990-08-23,0.0202919158897,1990-08-23,1990-08-30,6
164,1990-08-24,0.0147872516238,1990-08-24,1990-08-31,6
165,1990-08-27,0.0146694825992,1990-08-27,1990-09-04,6
166,1990-08-28,0.00926084010988,1990-08-28,1990-09-05,6
167,1990-08-29,0.0106068061755,1990-08-29,1990-09-06,6
168,1990-08-30,0.0106517734845,1990-08-30,1990-09-07,6
169,1990-08-31,0.0082871958097,1990-08-31,1990-09-10,6
170,1990-09-04,0.00683420835769,1990-09-04,1990-09-11,6
171,1990-09-05,0.00710079860029,1990-09-05,1990-09-12,6
172,1990-09-06,0.00794101261137,1990-09-06,1990-09-13,6
173,1990-09-07,0.00701130962632,1990-09-07,1990-09-14,6
174,1990-09-10,0.00562706485358,1990-09-10,1990-09-17,6
175,1990-09-11,0.00580790073804,1990-09-11,1990-09-18,6
176,1990-09-12,0.00607484245401,1990-09-12,1990-09-19,6
177,1990-09-13,0.00699371948944,1990-09-13,1990-09-20,6
178,1990-09-14,0.00657641353155,1990-09-14,1990-09-21,6
179,1990-09-17,0.00937042716206,1990-09-17,1990-09-24,6
180,1990-09-18,0.0106179686315,1990-09-18,1990-09-25,6
181,1990-09-19,0.01005621936,1990-09-19,1990-09-26,6
182,1990-09-20,0.0102434738502,1990-09-20,1990-09-27,6
183,1990-09-21,0.0132603190717,1990-09-21,1990-09-28,6
184,1990-09-24,0.0179803563941,1990-09-24,1990-10-01,6
185,1990-09-25,0.0148356975063,1990-09-25,1990-10-02,6
186,1990-09-26,0.0159897770681,1990-09-26,1990-10-03,6
187,1990-09-27,0.0150348813707,1990-09-27,1990-10-04,6
188,1990-09-28,0.0135079938645,1990-09-28,1990-10-05,6
189,1990-10-01,0.0126104606723,1990-10-01,1990-10-08,6
190,1990-10-02,0.011312704817,1990-10-02,1990-10-09,6
191,1990-10-03,0.0114833632856,1990-10-03,1990-10-10,6
192,1990-10-04,0.0118526489059,1990-10-04,1990-10-11,6
193,1990-10-05,0.0143797363843,1990-10-05,1990-10-12,6
194,1990-10-08,0.0158118060906,1990-10-08,1990-10-15,6
195,1990-10-09,0.0153468697944,1990-10-09,1990-10-16,6
196,1990-10-10,0.0128692045156,1990-10-10,1990-10-17,6
197,1990-10-11,0.0148139583185,1990-10-11,1990-10-18,6
198,1990-10-12,0.0132346382842,1990-10-12,1990-10-19,6
199,1990-10-15,0.0129625556683,1990-10-15,1990-10-22,6
200,1990-10-16,0.0141034257468,1990-10-16,1990-10-23,6
201,1990-10-17,0.0115682713227,1990-10-17,1990-10-24,6
202,1990-10-18,0.0126739151442,1990-10-18,1990-10-25,6
203,1990-10-19,0.0126942125807,1990-10-19,1990-10-26,6
204,1990-10-22,0.00789534602162,1990-10-22,1990-10-29,6
205,1990-10-23,0.00787473997324,1990-10-23,1990-10-30,6
206,1990-10-24,0.00806159579325,1990-10-24,1990-10-31,6
207,1990-10-25,0.00963750177976,1990-10-25,1990-11-01,6
208,1990-10-26,0.0114855263445,1990-10-26,1990-11-02,6
209,1990-10-29,0.00808607787256,1990-10-29,1990-11-05,6
210,1990-10-30,0.00810305756019,1990-10-30,1990-11-06,6
211,1990-10-31,0.0117579549806,1990-10-31,1990-11-07,6
212,1990-11-01,0.0118287027103,1990-11-01,1990-11-08,6
213,1990-11-02,0.0134164303698,1990-11-02,1990-11-09,6
214,1990-11-05,0.0138271609012,1990-11-05,1990-11-12,6
215,1990-11-06,0.0140633925693,1990-11-06,1990-11-13,6
216,1990-11-07,0.0132618429236,1990-11-07,1990-11-14,6
217,1990-11-08,0.0112739531177,1990-11-08,1990-11-15,6
218,1990-11-09,0.0114752116913,1990-11-09,1990-11-16,6
219,1990-11-12,0.00954576198827,1990-11-12,1990-11-19,6
220,1990-11-13,0.0081313223256,1990-11-13,1990-11-20,6
221,1990-11-14,0.00810052210054,1990-11-14,1990-11-21,6
222,1990-11-15,0.00690692858337,1990-11-15,1990-11-23,6
223,1990-11-16,0.00633940919628,1990-11-16,1990-11-26,6
224,1990-11-19,0.0066452440839,1990-11-19,1990-11-27,6
225,1990-11-20,0.0060035048348,1990-11-20,1990-11-28,6
226,1990-11-21,0.00367360179758,1990-11-21,1990-11-29,6
227,1990-11-23,0.00763371167999,1990-11-23,1990-11-30,6
228,1990-11-26,0.00712588947795,1990-11-26,1990-12-03,6
229,1990-11-27,0.00716999034294,1990-11-27,1990-12-04,6
230,1990-11-28,0.00748454722822,1990-11-28,1990-12-05,6
231,1990-11-29,0.00783276009329,1990-11-29,1990-12-06,6
232,1990-11-30,0.00766954206984,1990-11-30,1990-12-07,6
233,1990-12-03,0.00527188982602,1990-12-03,1990-12-10,6
234,1990-12-04,0.00644027711661,1990-12-04,1990-12-11,6
235,1990-12-05,0.00728735494808,1990-12-05,1990-12-12,6
236,1990-12-06,0.00616566063555,1990-12-06,1990-12-13,6
237,1990-12-07,0.00674346216054,1990-12-07,1990-12-14,6
238,1990-12-10,0.00665070451902,1990-12-10,1990-12-17,6
239,1990-12-11,0.00824292489733,1990-12-11,1990-12-18,6
240,1990-12-12,0.00744044439496,1990-12-12,1990-12-19,6
241,1990-12-13,0.00610333065468,1990-12-13,1990-12-20,6
242,1990-12-14,0.00622873397734,1990-12-14,1990-12-21,6
243,1990-12-17,0.00575960594085,1990-12-17,1990-12-24,6
244,1990-12-18,0.00547234653169,1990-12-18,1990-12-26,6
245,1990-12-19,0.00445870781467,1990-12-19,1990-12-27,6
246,1990-12-20,0.00451065202377,1990-12-20,1990-12-28,6
247,1990-12-21,0.00493735260511,1990-12-21,1990-12-31,6
248,1990-12-24,0.00590404109292,1990-12-24,1991-01-02,6
249,1990-12-26,0.00726440693926,1990-12-26,1991-01-03,6
250,1990-12-27,0.00663770406142,1990-12-27,1991-01-04,6
251,1990-12-28,0.0080781257141,1990-12-28,1991-01-07,6
252,1990-12-31,0.00765395360978,1990-12-31,1991-01-08,6
253,1991-01-02,0.00562277448738,1991-01-02,1991-01-09,6
254,1991-01-03,0.00900991992797,1991-01-03,1991-01-10,6
255,1991-01-04,0.00868631754876,1991-01-04,1991-01-11,6
256,1991-01-07,0.00888929083747,1991-01-07,1991-01-14,6
257,1991-01-08,0.00713762095359,1991-01-08,1991-01-15,6
258,1991-01-09,0.00780094212994,1991-01-09,1991-01-16,6
259,1991-01-10,0.0139814145582,1991-01-10,1991-01-17,6
260,1991-01-11,0.0140807473398,1991-01-11,1991-01-18,6
261,1991-01-14,0.0147070234633,1991-01-14,1991-01-21,6
262,1991-01-15,0.0146333816699,1991-01-15,1991-01-22,6
263,1991-01-16,0.0145571469062,1991-01-16,1991-01-23,6
264,1991-01-17,0.0146710090673,1991-01-17,1991-01-24,6
265,1991-01-18,0.00807372006785,1991-01-18,1991-01-25,6
266,1991-01-21,0.00706214049644,1991-01-21,1991-01-28,6
267,1991-01-22,0.00676115798267,1991-01-22,1991-01-29,6
268,1991-01-23,0.00619853589694,1991-01-23,1991-01-30,6
269,1991-01-24,0.00625711134301,1991-01-24,1991-01-31,6
270,1991-01-25,0.00617661854565,1991-01-25,1991-02-01,6
271,1991-01-28,0.00746257724574,1991-01-28,1991-02-04,6
272,1991-01-29,0.00695097342899,1991-01-29,1991-02-05,6
273,1991-01-30,0.00708568667185,1991-01-30,1991-02-06,6
274,1991-01-31,0.00862667883209,1991-01-31,1991-02-07,6
275,1991-02-01,0.00861072147239,1991-02-01,1991-02-08,6
276,1991-02-04,0.00956521747258,1991-02-04,1991-02-11,6
277,1991-02-05,0.0119793925292,1991-02-05,1991-02-12,6
278,1991-02-06,0.011993090653,1991-02-06,1991-02-13,6
279,1991-02-07,0.01304194409,1991-02-07,1991-02-14,6
280,1991-02-08,0.0130594850516,1991-02-08,1991-02-15,6
281,1991-02-11,0.0131357331207,1991-02-11,1991-02-19,6
282,1991-02-12,0.0102141563561,1991-02-12,1991-02-20,6
283,1991-02-13,0.00974453522046,1991-02-13,1991-02-21,6
284,1991-02-14,0.00882659943253,1991-02-14,1991-02-22,6
285,1991-02-15,0.00728946420102,1991-02-15,1991-02-25,6
286,1991-02-19,0.00651131917565,1991-02-19,1991-02-26,6
287,1991-02-20,0.00897004233295,1991-02-20,1991-02-27,6
288,1991-02-21,0.0076676472276,1991-02-21,1991-02-28,6
289,1991-02-22,0.00821380760821,1991-02-22,1991-03-01,6
290,1991-02-25,0.00848302439111,1991-02-25,1991-03-04,6
291,1991-02-26,0.0109450184182,1991-02-26,1991-03-05,6
292,1991-02-27,0.00878678059933,1991-02-27,1991-03-06,6
293,1991-02-28,0.00835394540287,1991-02-28,1991-03-07,6
294,1991-03-01,0.00844166582368,1991-03-01,1991-03-08,6
295,1991-03-04,0.00855100631572,1991-03-04,1991-03-11,6
296,1991-03-05,0.00911288159876,1991-03-05,1991-03-12,6
297,1991-03-06,0.00637847220987,1991-03-06,1991-03-13,6
298,1991-03-07,0.00642150622471,1991-03-07,1991-03-14,6
299,1991-03-08,0.0064421251845,1991-03-08,1991-03-15,6
300,1991-03-11,0.00651907402142,1991-03-11,1991-03-18,6
301,1991-03-12,0.00824691656488,1991-03-12,1991-03-19,6
302,1991-03-13,0.00819357801035,1991-03-13,1991-03-20,6
303,1991-03-14,0.00568364602181,1991-03-14,1991-03-21,6
304,1991-03-15,0.00612501583759,1991-03-15,1991-03-22,6
305,1991-03-18,0.00698551338098,1991-03-18,1991-03-25,6
306,1991-03-19,0.00981531295583,1991-03-19,1991-03-26,6
307,1991-03-20,0.00696981363786,1991-03-20,1991-03-27,6
308,1991-03-21,0.00715694310304,1991-03-21,1991-03-28,6
309,1991-03-22,0.00856194959598,1991-03-22,1991-04-01,6
310,1991-03-25,0.0113412531472,1991-03-25,1991-04-02,6
311,1991-03-26,0.0116082927917,1991-03-26,1991-04-03,6
312,1991-03-27,0.0099576417454,1991-03-27,1991-04-04,6
313,1991-03-28,0.0111010356632,1991-03-28,1991-04-05,6
314,1991-04-01,0.0115608657281,1991-04-01,1991-04-08,6
315,1991-04-02,0.0121209115658,1991-04-02,1991-04-09,6
316,1991-04-03,0.00770096283788,1991-04-03,1991-04-10,6
317,1991-04-04,0.00950809718812,1991-04-04,1991-04-11,6
318,1991-04-05,0.00993097881465,1991-04-05,1991-04-12,6
319,1991-04-08,0.00837223391758,1991-04-08,1991-04-15,6
320,1991-04-09,0.00978634614184,1991-04-09,1991-04-16,6
321,1991-04-10,0.00594258641529,1991-04-10,1991-04-17,6
322,1991-04-11,0.00698537646474,1991-04-11,1991-04-18,6
323,1991-04-12,0.00904231155061,1991-04-12,1991-04-19,6
324,1991-04-15,0.00965230254193,1991-04-15,1991-04-22,6
325,1991-04-16,0.00965384510077,1991-04-16,1991-04-23,6
326,1991-04-17,0.00653468324213,1991-04-17,1991-04-24,6
327,1991-04-18,0.00542297239377,1991-04-18,1991-04-25,6
328,1991-04-19,0.00564614030228,1991-04-19,1991-04-26,6
329,1991-04-22,0.006358896933,1991-04-22,1991-04-29,6
330,1991-04-23,0.00688186026727,1991-04-23,1991-04-30,6
331,1991-04-24,0.00901558632067,1991-04-24,1991-05-01,6
332,1991-04-25,0.0089242948035,1991-04-25,1991-05-02,6
333,1991-04-26,0.00807166154963,1991-04-26,1991-05-03,6
334,1991-04-29,0.0081181356748,1991-04-29,1991-05-06,6
335,1991-04-30,0.00624656630298,1991-04-30,1991-05-07,6
336,1991-05-01,0.00616288226316,1991-05-01,1991-05-08,6
337,1991-05-02,0.00596153734669,1991-05-02,1991-05-09,6
338,1991-05-03,0.0098563234093,1991-05-03,1991-05-10,6
339,1991-05-06,0.00997659540261,1991-05-06,1991-05-13,6
340,1991-05-07,0.010485017924,1991-05-07,1991-05-14,6
341,1991-05-08,0.0105383359499,1991-05-08,1991-05-15,6
342,1991-05-09,0.0114700616331,1991-05-09,1991-05-16,6
343,1991-05-10,0.00963671798603,1991-05-10,1991-05-17,6
344,1991-05-13,0.00671595843396,1991-05-13,1991-05-20,6
345,1991-05-14,0.00748874777197,1991-05-14,1991-05-21,6
346,1991-05-15,0.00588819615749,1991-05-15,1991-05-22,6
347,1991-05-16,0.00466884412823,1991-05-16,1991-05-23,6
348,1991-05-17,0.00399470446736,1991-05-17,1991-05-24,6
349,1991-05-20,0.00516651216311,1991-05-20,1991-05-28,6
350,1991-05-21,0.00487503592733,1991-05-21,1991-05-29,6
351,1991-05-22,0.00528256503036,1991-05-22,1991-05-30,6
352,1991-05-23,0.00516631731812,1991-05-23,1991-05-31,6
353,1991-05-24,0.00553633450433,1991-05-24,1991-06-03,6
354,1991-05-28,0.0060116736108,1991-05-28,1991-06-04,6
355,1991-05-29,0.00625103319435,1991-05-29,1991-06-05,6
356,1991-05-30,0.00651765828658,1991-05-30,1991-06-06,6
357,1991-05-31,0.00568080192526,1991-05-31,1991-06-07,6
358,1991-06-03,0.00329641890258,1991-06-03,1991-06-10,6
359,1991-06-04,0.00540107772096,1991-06-04,1991-06-11,6
360,1991-06-05,0.00610583587266,1991-06-05,1991-06-12,6
361,1991-06-06,0.00657890553446,1991-06-06,1991-06-13,6
362,1991-06-07,0.00874179630318,1991-06-07,1991-06-14,6
363,1991-06-10,0.007873836408,1991-06-10,1991-06-17,6
364,1991-06-11,0.00799917044287,1991-06-11,1991-06-18,6
365,1991-06-12,0.00801400632222,1991-06-12,1991-06-19,6
366,1991-06-13,0.00696846268375,1991-06-13,1991-06-20,6
367,1991-06-14,0.00735597846979,1991-06-14,1991-06-21,6
368,1991-06-17,0.00761720186477,1991-06-17,1991-06-24,6
369,1991-06-18,0.00775892757168,1991-06-18,1991-06-25,6
370,1991-06-19,0.00815228019324,1991-06-19,1991-06-26,6
371,1991-06-20,0.00843759967421,1991-06-20,1991-06-27,6
372,1991-06-21,0.00895397902771,1991-06-21,1991-06-28,6
373,1991-06-24,0.0114948882351,1991-06-24,1991-07-01,6
374,1991-06-25,0.00835121868904,1991-06-25,1991-07-02,6
375,1991-06-26,0.00983790424987,1991-06-26,1991-07-03,6
376,1991-06-27,0.00982790764875,1991-06-27,1991-07-05,6
377,1991-06-28,0.0101714369237,1991-06-28,1991-07-08,6
378,1991-07-01,0.00961476103744,1991-07-01,1991-07-09,6
379,1991-07-02,0.00646188318618,1991-07-02,1991-07-10,6
380,1991-07-03,0.0066482632314,1991-07-03,1991-07-11,6
381,1991-07-05,0.00523020539176,1991-07-05,1991-07-12,6
382,1991-07-08,0.00527471239502,1991-07-08,1991-07-15,6
383,1991-07-09,0.00468498551079,1991-07-09,1991-07-16,6
384,1991-07-10,0.00394974494375,1991-07-10,1991-07-17,6
385,1991-07-11,0.0047548325327,1991-07-11,1991-07-18,6
386,1991-07-12,0.00548905619378,1991-07-12,1991-07-19,6
387,1991-07-15,0.00532476521991,1991-07-15,1991-07-22,6
388,1991-07-16,0.00604990570091,1991-07-16,1991-07-23,6
389,1991-07-17,0.00604580576769,1991-07-17,1991-07-24,6
390,1991-07-18,0.0066491728573,1991-07-18,1991-07-25,6
391,1991-07-19,0.00451622684268,1991-07-19,1991-07-26,6
392,1991-07-22,0.00529446754688,1991-07-22,1991-07-29,6
393,1991-07-23,0.00613759960948,1991-07-23,1991-07-30,6
394,1991-07-24,0.00385454903239,1991-07-24,1991-07-31,6
395,1991-07-25,0.00378699898167,1991-07-25,1991-08-01,6
396,1991-07-26,0.00380448868083,1991-07-26,1991-08-02,6
397,1991-07-29,0.00484498719988,1991-07-29,1991-08-05,6
398,1991-07-30,0.00672997997476,1991-07-30,1991-08-06,6
399,1991-07-31,0.00622853384667,1991-07-31,1991-08-07,6
400,1991-08-01,0.00643909428172,1991-08-01,1991-08-08,6
401,1991-08-02,0.00683434993507,1991-08-02,1991-08-09,6
402,1991-08-05,0.00688994115461,1991-08-05,1991-08-12,6
403,1991-08-06,0.00644621136483,1991-08-06,1991-08-13,6
404,1991-08-07,0.00327999949718,1991-08-07,1991-08-14,6
405,1991-08-08,0.00330778598924,1991-08-08,1991-08-15,6
406,1991-08-09,0.00473774955024,1991-08-09,1991-08-16,6
407,1991-08-12,0.00957186567952,1991-08-12,1991-08-19,6
408,1991-08-13,0.0104209342556,1991-08-13,1991-08-20,6
409,1991-08-14,0.0161254448066,1991-08-14,1991-08-21,6
410,1991-08-15,0.0161342125139,1991-08-15,1991-08-22,6
411,1991-08-16,0.0162667472862,1991-08-16,1991-08-23,6
412,1991-08-19,0.0155177499182,1991-08-19,1991-08-26,6
413,1991-08-20,0.010460812162,1991-08-20,1991-08-27,6
414,1991-08-21,0.0104839560441,1991-08-21,1991-08-28,6
415,1991-08-22,0.00421627057064,1991-08-22,1991-08-29,6
416,1991-08-23,0.00463901851865,1991-08-23,1991-08-30,6
417,1991-08-26,0.00515147499162,1991-08-26,1991-09-03,6
418,1991-08-27,0.00544171551299,1991-08-27,1991-09-04,6
419,1991-08-28,0.00544328619644,1991-08-28,1991-09-05,6
420,1991-08-29,0.00289070701664,1991-08-29,1991-09-06,6
